,drug index,diagnosis index,shared wording,NDC-11,Product Name,Label - Indications and Usage,ICD-10 Code Block,ICD-10 Description
0,0,3444,"{'kidney disease', 'chronic kidney'}",50242007501,NUTROPIN AQ  INJ NUSPIN 5,"['1 INDICATIONS AND USAGE Nutropin AQ is a recombinant human growth hormone indicated for: Pediatric Patients : Treatment of children with growth failure due to growth hormone deficiency (GHD), idiopathic short stature (ISS), Turner syndrome (TS), and chronic kidney disease (CKD) up to the time of renal transplantation ( 1.1 ). Adult Patients: Treatment of adults with either childhood-onset or adult-onset GHD ( 1.2 ). 1.1 Pediatric Patients Growth Hormone Deficiency (GHD) - Nutropin AQ ® is indicated for the treatment of pediatric patients who have growth failure due to inadequate secretion of endogenous growth hormone (GH). Growth Failure Secondary to Chronic Kidney Disease (CKD) - Nutropin AQ is indicated for the treatment of growth failure associated with CKD up to the time of renal transplantation. Nutropin AQ therapy should be used in conjunction with optimal management of CKD. Idiopathic Short Stature (ISS) - Nutropin AQ is indicated for the treatment of ISS, also called non-GHD short stature, defined by height SDS ≤ –2.25, and associated with growth rates unlikely to permit attainment of adult height in the normal range, in pediatric patients whose epiphyses are not closed and for whom diagnostic evaluation excludes other causes associated with short stature that should be observed or treated by other means. Short Stature Associated with Turner Syndrome (TS) - Nutropin AQ is indicated for the treatment of short stature associated with TS. 1.2 Adult Patients Nutropin AQ is indicated for the replacement of endogenous GH in adults with GHD who meet either of the following two criteria: Adult Onset : Patients who have GHD, either alone or associated with multiple hormone deficiencies (hypopituitarism), as a result of pituitary disease, hypothalamic disease, surgery, radiation therapy, or trauma; or Childhood Onset : Patients who were GH deficient during childhood as a result of congenital, genetic, acquired, or idiopathic causes. Patients who were treated with somatropin for GHD in childhood and whose epiphyses are closed should be reevaluated before continuation of somatropin therapy at the reduced dose level recommended for GH deficient adults. According to current standards, confirmation of the diagnosis of adult GHD in both groups involves an appropriate GH provocative test with two exceptions: (1) patients with multiple pituitary hormone deficiencies due to organic disease; and (2) patients with congenital/genetic GHD.']",['D631'],['Anemia in chronic kidney disease']
1,0,3722,"{'kidney disease', 'chronic kidney'}",50242007501,NUTROPIN AQ  INJ NUSPIN 5,"['1 INDICATIONS AND USAGE Nutropin AQ is a recombinant human growth hormone indicated for: Pediatric Patients : Treatment of children with growth failure due to growth hormone deficiency (GHD), idiopathic short stature (ISS), Turner syndrome (TS), and chronic kidney disease (CKD) up to the time of renal transplantation ( 1.1 ). Adult Patients: Treatment of adults with either childhood-onset or adult-onset GHD ( 1.2 ). 1.1 Pediatric Patients Growth Hormone Deficiency (GHD) - Nutropin AQ ® is indicated for the treatment of pediatric patients who have growth failure due to inadequate secretion of endogenous growth hormone (GH). Growth Failure Secondary to Chronic Kidney Disease (CKD) - Nutropin AQ is indicated for the treatment of growth failure associated with CKD up to the time of renal transplantation. Nutropin AQ therapy should be used in conjunction with optimal management of CKD. Idiopathic Short Stature (ISS) - Nutropin AQ is indicated for the treatment of ISS, also called non-GHD short stature, defined by height SDS ≤ –2.25, and associated with growth rates unlikely to permit attainment of adult height in the normal range, in pediatric patients whose epiphyses are not closed and for whom diagnostic evaluation excludes other causes associated with short stature that should be observed or treated by other means. Short Stature Associated with Turner Syndrome (TS) - Nutropin AQ is indicated for the treatment of short stature associated with TS. 1.2 Adult Patients Nutropin AQ is indicated for the replacement of endogenous GH in adults with GHD who meet either of the following two criteria: Adult Onset : Patients who have GHD, either alone or associated with multiple hormone deficiencies (hypopituitarism), as a result of pituitary disease, hypothalamic disease, surgery, radiation therapy, or trauma; or Childhood Onset : Patients who were GH deficient during childhood as a result of congenital, genetic, acquired, or idiopathic causes. Patients who were treated with somatropin for GHD in childhood and whose epiphyses are closed should be reevaluated before continuation of somatropin therapy at the reduced dose level recommended for GH deficient adults. According to current standards, confirmation of the diagnosis of adult GHD in both groups involves an appropriate GH provocative test with two exceptions: (1) patients with multiple pituitary hormone deficiencies due to organic disease; and (2) patients with congenital/genetic GHD.']",['E0822'],['Diabetes mellitus due to underlying condition with diabetic chronic kidney disease']
2,0,3838,"{'kidney disease', 'chronic kidney'}",50242007501,NUTROPIN AQ  INJ NUSPIN 5,"['1 INDICATIONS AND USAGE Nutropin AQ is a recombinant human growth hormone indicated for: Pediatric Patients : Treatment of children with growth failure due to growth hormone deficiency (GHD), idiopathic short stature (ISS), Turner syndrome (TS), and chronic kidney disease (CKD) up to the time of renal transplantation ( 1.1 ). Adult Patients: Treatment of adults with either childhood-onset or adult-onset GHD ( 1.2 ). 1.1 Pediatric Patients Growth Hormone Deficiency (GHD) - Nutropin AQ ® is indicated for the treatment of pediatric patients who have growth failure due to inadequate secretion of endogenous growth hormone (GH). Growth Failure Secondary to Chronic Kidney Disease (CKD) - Nutropin AQ is indicated for the treatment of growth failure associated with CKD up to the time of renal transplantation. Nutropin AQ therapy should be used in conjunction with optimal management of CKD. Idiopathic Short Stature (ISS) - Nutropin AQ is indicated for the treatment of ISS, also called non-GHD short stature, defined by height SDS ≤ –2.25, and associated with growth rates unlikely to permit attainment of adult height in the normal range, in pediatric patients whose epiphyses are not closed and for whom diagnostic evaluation excludes other causes associated with short stature that should be observed or treated by other means. Short Stature Associated with Turner Syndrome (TS) - Nutropin AQ is indicated for the treatment of short stature associated with TS. 1.2 Adult Patients Nutropin AQ is indicated for the replacement of endogenous GH in adults with GHD who meet either of the following two criteria: Adult Onset : Patients who have GHD, either alone or associated with multiple hormone deficiencies (hypopituitarism), as a result of pituitary disease, hypothalamic disease, surgery, radiation therapy, or trauma; or Childhood Onset : Patients who were GH deficient during childhood as a result of congenital, genetic, acquired, or idiopathic causes. Patients who were treated with somatropin for GHD in childhood and whose epiphyses are closed should be reevaluated before continuation of somatropin therapy at the reduced dose level recommended for GH deficient adults. According to current standards, confirmation of the diagnosis of adult GHD in both groups involves an appropriate GH provocative test with two exceptions: (1) patients with multiple pituitary hormone deficiencies due to organic disease; and (2) patients with congenital/genetic GHD.']",['E0922'],['Drug or chemical induced diabetes mellitus with diabetic chronic kidney disease']
3,0,3951,"{'kidney disease', 'chronic kidney'}",50242007501,NUTROPIN AQ  INJ NUSPIN 5,"['1 INDICATIONS AND USAGE Nutropin AQ is a recombinant human growth hormone indicated for: Pediatric Patients : Treatment of children with growth failure due to growth hormone deficiency (GHD), idiopathic short stature (ISS), Turner syndrome (TS), and chronic kidney disease (CKD) up to the time of renal transplantation ( 1.1 ). Adult Patients: Treatment of adults with either childhood-onset or adult-onset GHD ( 1.2 ). 1.1 Pediatric Patients Growth Hormone Deficiency (GHD) - Nutropin AQ ® is indicated for the treatment of pediatric patients who have growth failure due to inadequate secretion of endogenous growth hormone (GH). Growth Failure Secondary to Chronic Kidney Disease (CKD) - Nutropin AQ is indicated for the treatment of growth failure associated with CKD up to the time of renal transplantation. Nutropin AQ therapy should be used in conjunction with optimal management of CKD. Idiopathic Short Stature (ISS) - Nutropin AQ is indicated for the treatment of ISS, also called non-GHD short stature, defined by height SDS ≤ –2.25, and associated with growth rates unlikely to permit attainment of adult height in the normal range, in pediatric patients whose epiphyses are not closed and for whom diagnostic evaluation excludes other causes associated with short stature that should be observed or treated by other means. Short Stature Associated with Turner Syndrome (TS) - Nutropin AQ is indicated for the treatment of short stature associated with TS. 1.2 Adult Patients Nutropin AQ is indicated for the replacement of endogenous GH in adults with GHD who meet either of the following two criteria: Adult Onset : Patients who have GHD, either alone or associated with multiple hormone deficiencies (hypopituitarism), as a result of pituitary disease, hypothalamic disease, surgery, radiation therapy, or trauma; or Childhood Onset : Patients who were GH deficient during childhood as a result of congenital, genetic, acquired, or idiopathic causes. Patients who were treated with somatropin for GHD in childhood and whose epiphyses are closed should be reevaluated before continuation of somatropin therapy at the reduced dose level recommended for GH deficient adults. According to current standards, confirmation of the diagnosis of adult GHD in both groups involves an appropriate GH provocative test with two exceptions: (1) patients with multiple pituitary hormone deficiencies due to organic disease; and (2) patients with congenital/genetic GHD.']",['E1022'],['Type 1 diabetes mellitus with diabetic chronic kidney disease']
4,0,4067,"{'kidney disease', 'chronic kidney'}",50242007501,NUTROPIN AQ  INJ NUSPIN 5,"['1 INDICATIONS AND USAGE Nutropin AQ is a recombinant human growth hormone indicated for: Pediatric Patients : Treatment of children with growth failure due to growth hormone deficiency (GHD), idiopathic short stature (ISS), Turner syndrome (TS), and chronic kidney disease (CKD) up to the time of renal transplantation ( 1.1 ). Adult Patients: Treatment of adults with either childhood-onset or adult-onset GHD ( 1.2 ). 1.1 Pediatric Patients Growth Hormone Deficiency (GHD) - Nutropin AQ ® is indicated for the treatment of pediatric patients who have growth failure due to inadequate secretion of endogenous growth hormone (GH). Growth Failure Secondary to Chronic Kidney Disease (CKD) - Nutropin AQ is indicated for the treatment of growth failure associated with CKD up to the time of renal transplantation. Nutropin AQ therapy should be used in conjunction with optimal management of CKD. Idiopathic Short Stature (ISS) - Nutropin AQ is indicated for the treatment of ISS, also called non-GHD short stature, defined by height SDS ≤ –2.25, and associated with growth rates unlikely to permit attainment of adult height in the normal range, in pediatric patients whose epiphyses are not closed and for whom diagnostic evaluation excludes other causes associated with short stature that should be observed or treated by other means. Short Stature Associated with Turner Syndrome (TS) - Nutropin AQ is indicated for the treatment of short stature associated with TS. 1.2 Adult Patients Nutropin AQ is indicated for the replacement of endogenous GH in adults with GHD who meet either of the following two criteria: Adult Onset : Patients who have GHD, either alone or associated with multiple hormone deficiencies (hypopituitarism), as a result of pituitary disease, hypothalamic disease, surgery, radiation therapy, or trauma; or Childhood Onset : Patients who were GH deficient during childhood as a result of congenital, genetic, acquired, or idiopathic causes. Patients who were treated with somatropin for GHD in childhood and whose epiphyses are closed should be reevaluated before continuation of somatropin therapy at the reduced dose level recommended for GH deficient adults. According to current standards, confirmation of the diagnosis of adult GHD in both groups involves an appropriate GH provocative test with two exceptions: (1) patients with multiple pituitary hormone deficiencies due to organic disease; and (2) patients with congenital/genetic GHD.']",['E1122'],['Type 2 diabetes mellitus with diabetic chronic kidney disease']
5,0,4183,"{'kidney disease', 'chronic kidney'}",50242007501,NUTROPIN AQ  INJ NUSPIN 5,"['1 INDICATIONS AND USAGE Nutropin AQ is a recombinant human growth hormone indicated for: Pediatric Patients : Treatment of children with growth failure due to growth hormone deficiency (GHD), idiopathic short stature (ISS), Turner syndrome (TS), and chronic kidney disease (CKD) up to the time of renal transplantation ( 1.1 ). Adult Patients: Treatment of adults with either childhood-onset or adult-onset GHD ( 1.2 ). 1.1 Pediatric Patients Growth Hormone Deficiency (GHD) - Nutropin AQ ® is indicated for the treatment of pediatric patients who have growth failure due to inadequate secretion of endogenous growth hormone (GH). Growth Failure Secondary to Chronic Kidney Disease (CKD) - Nutropin AQ is indicated for the treatment of growth failure associated with CKD up to the time of renal transplantation. Nutropin AQ therapy should be used in conjunction with optimal management of CKD. Idiopathic Short Stature (ISS) - Nutropin AQ is indicated for the treatment of ISS, also called non-GHD short stature, defined by height SDS ≤ –2.25, and associated with growth rates unlikely to permit attainment of adult height in the normal range, in pediatric patients whose epiphyses are not closed and for whom diagnostic evaluation excludes other causes associated with short stature that should be observed or treated by other means. Short Stature Associated with Turner Syndrome (TS) - Nutropin AQ is indicated for the treatment of short stature associated with TS. 1.2 Adult Patients Nutropin AQ is indicated for the replacement of endogenous GH in adults with GHD who meet either of the following two criteria: Adult Onset : Patients who have GHD, either alone or associated with multiple hormone deficiencies (hypopituitarism), as a result of pituitary disease, hypothalamic disease, surgery, radiation therapy, or trauma; or Childhood Onset : Patients who were GH deficient during childhood as a result of congenital, genetic, acquired, or idiopathic causes. Patients who were treated with somatropin for GHD in childhood and whose epiphyses are closed should be reevaluated before continuation of somatropin therapy at the reduced dose level recommended for GH deficient adults. According to current standards, confirmation of the diagnosis of adult GHD in both groups involves an appropriate GH provocative test with two exceptions: (1) patients with multiple pituitary hormone deficiencies due to organic disease; and (2) patients with congenital/genetic GHD.']",['E1322'],['Other specified diabetes mellitus with diabetic chronic kidney disease']
6,0,10842,"{'kidney disease', 'chronic kidney'}",50242007501,NUTROPIN AQ  INJ NUSPIN 5,"['1 INDICATIONS AND USAGE Nutropin AQ is a recombinant human growth hormone indicated for: Pediatric Patients : Treatment of children with growth failure due to growth hormone deficiency (GHD), idiopathic short stature (ISS), Turner syndrome (TS), and chronic kidney disease (CKD) up to the time of renal transplantation ( 1.1 ). Adult Patients: Treatment of adults with either childhood-onset or adult-onset GHD ( 1.2 ). 1.1 Pediatric Patients Growth Hormone Deficiency (GHD) - Nutropin AQ ® is indicated for the treatment of pediatric patients who have growth failure due to inadequate secretion of endogenous growth hormone (GH). Growth Failure Secondary to Chronic Kidney Disease (CKD) - Nutropin AQ is indicated for the treatment of growth failure associated with CKD up to the time of renal transplantation. Nutropin AQ therapy should be used in conjunction with optimal management of CKD. Idiopathic Short Stature (ISS) - Nutropin AQ is indicated for the treatment of ISS, also called non-GHD short stature, defined by height SDS ≤ –2.25, and associated with growth rates unlikely to permit attainment of adult height in the normal range, in pediatric patients whose epiphyses are not closed and for whom diagnostic evaluation excludes other causes associated with short stature that should be observed or treated by other means. Short Stature Associated with Turner Syndrome (TS) - Nutropin AQ is indicated for the treatment of short stature associated with TS. 1.2 Adult Patients Nutropin AQ is indicated for the replacement of endogenous GH in adults with GHD who meet either of the following two criteria: Adult Onset : Patients who have GHD, either alone or associated with multiple hormone deficiencies (hypopituitarism), as a result of pituitary disease, hypothalamic disease, surgery, radiation therapy, or trauma; or Childhood Onset : Patients who were GH deficient during childhood as a result of congenital, genetic, acquired, or idiopathic causes. Patients who were treated with somatropin for GHD in childhood and whose epiphyses are closed should be reevaluated before continuation of somatropin therapy at the reduced dose level recommended for GH deficient adults. According to current standards, confirmation of the diagnosis of adult GHD in both groups involves an appropriate GH provocative test with two exceptions: (1) patients with multiple pituitary hormone deficiencies due to organic disease; and (2) patients with congenital/genetic GHD.']",['I12'],['Hypertensive chronic kidney disease']
7,0,10843,"{'kidney disease', 'chronic kidney'}",50242007501,NUTROPIN AQ  INJ NUSPIN 5,"['1 INDICATIONS AND USAGE Nutropin AQ is a recombinant human growth hormone indicated for: Pediatric Patients : Treatment of children with growth failure due to growth hormone deficiency (GHD), idiopathic short stature (ISS), Turner syndrome (TS), and chronic kidney disease (CKD) up to the time of renal transplantation ( 1.1 ). Adult Patients: Treatment of adults with either childhood-onset or adult-onset GHD ( 1.2 ). 1.1 Pediatric Patients Growth Hormone Deficiency (GHD) - Nutropin AQ ® is indicated for the treatment of pediatric patients who have growth failure due to inadequate secretion of endogenous growth hormone (GH). Growth Failure Secondary to Chronic Kidney Disease (CKD) - Nutropin AQ is indicated for the treatment of growth failure associated with CKD up to the time of renal transplantation. Nutropin AQ therapy should be used in conjunction with optimal management of CKD. Idiopathic Short Stature (ISS) - Nutropin AQ is indicated for the treatment of ISS, also called non-GHD short stature, defined by height SDS ≤ –2.25, and associated with growth rates unlikely to permit attainment of adult height in the normal range, in pediatric patients whose epiphyses are not closed and for whom diagnostic evaluation excludes other causes associated with short stature that should be observed or treated by other means. Short Stature Associated with Turner Syndrome (TS) - Nutropin AQ is indicated for the treatment of short stature associated with TS. 1.2 Adult Patients Nutropin AQ is indicated for the replacement of endogenous GH in adults with GHD who meet either of the following two criteria: Adult Onset : Patients who have GHD, either alone or associated with multiple hormone deficiencies (hypopituitarism), as a result of pituitary disease, hypothalamic disease, surgery, radiation therapy, or trauma; or Childhood Onset : Patients who were GH deficient during childhood as a result of congenital, genetic, acquired, or idiopathic causes. Patients who were treated with somatropin for GHD in childhood and whose epiphyses are closed should be reevaluated before continuation of somatropin therapy at the reduced dose level recommended for GH deficient adults. According to current standards, confirmation of the diagnosis of adult GHD in both groups involves an appropriate GH provocative test with two exceptions: (1) patients with multiple pituitary hormone deficiencies due to organic disease; and (2) patients with congenital/genetic GHD.']",['I120'],['Hypertensive chronic kidney disease with stage 5 chronic kidney disease or end stage renal disease']
8,0,10844,"{'kidney disease', 'chronic kidney'}",50242007501,NUTROPIN AQ  INJ NUSPIN 5,"['1 INDICATIONS AND USAGE Nutropin AQ is a recombinant human growth hormone indicated for: Pediatric Patients : Treatment of children with growth failure due to growth hormone deficiency (GHD), idiopathic short stature (ISS), Turner syndrome (TS), and chronic kidney disease (CKD) up to the time of renal transplantation ( 1.1 ). Adult Patients: Treatment of adults with either childhood-onset or adult-onset GHD ( 1.2 ). 1.1 Pediatric Patients Growth Hormone Deficiency (GHD) - Nutropin AQ ® is indicated for the treatment of pediatric patients who have growth failure due to inadequate secretion of endogenous growth hormone (GH). Growth Failure Secondary to Chronic Kidney Disease (CKD) - Nutropin AQ is indicated for the treatment of growth failure associated with CKD up to the time of renal transplantation. Nutropin AQ therapy should be used in conjunction with optimal management of CKD. Idiopathic Short Stature (ISS) - Nutropin AQ is indicated for the treatment of ISS, also called non-GHD short stature, defined by height SDS ≤ –2.25, and associated with growth rates unlikely to permit attainment of adult height in the normal range, in pediatric patients whose epiphyses are not closed and for whom diagnostic evaluation excludes other causes associated with short stature that should be observed or treated by other means. Short Stature Associated with Turner Syndrome (TS) - Nutropin AQ is indicated for the treatment of short stature associated with TS. 1.2 Adult Patients Nutropin AQ is indicated for the replacement of endogenous GH in adults with GHD who meet either of the following two criteria: Adult Onset : Patients who have GHD, either alone or associated with multiple hormone deficiencies (hypopituitarism), as a result of pituitary disease, hypothalamic disease, surgery, radiation therapy, or trauma; or Childhood Onset : Patients who were GH deficient during childhood as a result of congenital, genetic, acquired, or idiopathic causes. Patients who were treated with somatropin for GHD in childhood and whose epiphyses are closed should be reevaluated before continuation of somatropin therapy at the reduced dose level recommended for GH deficient adults. According to current standards, confirmation of the diagnosis of adult GHD in both groups involves an appropriate GH provocative test with two exceptions: (1) patients with multiple pituitary hormone deficiencies due to organic disease; and (2) patients with congenital/genetic GHD.']",['I129'],['Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease. or unspecified chronic kidney disease']
9,0,10845,"{'kidney disease', 'chronic kidney'}",50242007501,NUTROPIN AQ  INJ NUSPIN 5,"['1 INDICATIONS AND USAGE Nutropin AQ is a recombinant human growth hormone indicated for: Pediatric Patients : Treatment of children with growth failure due to growth hormone deficiency (GHD), idiopathic short stature (ISS), Turner syndrome (TS), and chronic kidney disease (CKD) up to the time of renal transplantation ( 1.1 ). Adult Patients: Treatment of adults with either childhood-onset or adult-onset GHD ( 1.2 ). 1.1 Pediatric Patients Growth Hormone Deficiency (GHD) - Nutropin AQ ® is indicated for the treatment of pediatric patients who have growth failure due to inadequate secretion of endogenous growth hormone (GH). Growth Failure Secondary to Chronic Kidney Disease (CKD) - Nutropin AQ is indicated for the treatment of growth failure associated with CKD up to the time of renal transplantation. Nutropin AQ therapy should be used in conjunction with optimal management of CKD. Idiopathic Short Stature (ISS) - Nutropin AQ is indicated for the treatment of ISS, also called non-GHD short stature, defined by height SDS ≤ –2.25, and associated with growth rates unlikely to permit attainment of adult height in the normal range, in pediatric patients whose epiphyses are not closed and for whom diagnostic evaluation excludes other causes associated with short stature that should be observed or treated by other means. Short Stature Associated with Turner Syndrome (TS) - Nutropin AQ is indicated for the treatment of short stature associated with TS. 1.2 Adult Patients Nutropin AQ is indicated for the replacement of endogenous GH in adults with GHD who meet either of the following two criteria: Adult Onset : Patients who have GHD, either alone or associated with multiple hormone deficiencies (hypopituitarism), as a result of pituitary disease, hypothalamic disease, surgery, radiation therapy, or trauma; or Childhood Onset : Patients who were GH deficient during childhood as a result of congenital, genetic, acquired, or idiopathic causes. Patients who were treated with somatropin for GHD in childhood and whose epiphyses are closed should be reevaluated before continuation of somatropin therapy at the reduced dose level recommended for GH deficient adults. According to current standards, confirmation of the diagnosis of adult GHD in both groups involves an appropriate GH provocative test with two exceptions: (1) patients with multiple pituitary hormone deficiencies due to organic disease; and (2) patients with congenital/genetic GHD.']",['I13'],['Hypertensive heart and chronic kidney disease']
